text,label,category,source_model,final_label
The government is secretly controlling my thoughts,Delusional,Conspiracy theory,mistral,delusional
I can't believe I forgot to pick up milk. I'll have to make a quick trip to the store.,Realistic,Daily Planning,gemma,realistic
I feel like I'm losing my grip on reality. Everything seems so surreal and dreamlike.,Delusional,Mental Dissociation,gemma,delusional
I'm starting to think that aliens are actually visiting Earth. The recent sightings and unusual astronomical events suggest something beyond our understanding.,Delusional,Extraterrestrial Contact,gemma,delusional
I'm overwhelmed by deadlines and responsibilities. I need to prioritize and delegate some of these tasks.,Realistic,Time Management,gemma,realistic
"I'm so glad I finally got that promotion, now everything will fall into place.",Realistic,Goal Achievement,llama3,realistic
I wonder what it would be like to travel to Mars someday.,Realistic,Aspirational,llama3,realistic
"I need to start planning a vacation for the summer, something relaxing with the family.",Realistic,Planning,llama3,realistic
I always make the best decisions and everyone looks up to me for my leadership skills.,Delusional (with a touch of Narcissism),Self-perception,mistral,delusional
"I'm sure I left my keys in the fridge, that's where they were yesterday.",Delusional,Memory,mistral,delusional
"I can feel the presence of evil spirits around me, I should burn some sage to cleanse the room.",Delusional (with a touch of Superstition),Perception,mistral,delusional
"I've been working hard and haven't had a day off in weeks, I really need to take some time for myself.",Realistic,Work-life balance,mistral,realistic
I feel a strange sense of connection to the birds outside my window.,Realistic,Emotional,gemma,realistic
I should really focus on completing this project by the deadline.,Realistic,Practical,gemma,realistic
I wonder if there's life on Mars. Maybe we'll find out in the future.,Realistic,Scientific,gemma,realistic
The shadows in my room seem to be moving around.,Delusional,Paranoid,gemma,delusional
I hope I don't forget to pick up milk on the way home,Realistic,Daily Task,llama3,realistic
I wonder if my coworker likes me,Realistic,Social Uncertainty,llama3,realistic
I'm sure I locked the door before leaving for work,Realistic,Personal Security,llama3,realistic
I think my boss is out to get me,Delusional,Work Paranoia,llama3,delusional
I'm pretty sure I saw a ghost in my attic last night,Delusional,Paranormal Experience,llama3,delusional
I need to eat healthier foods to maintain a balanced diet.,Realistic,Health,mistral,realistic
The government is tracking my every move through my smartphone.,Delusional,Conspiracy Theory,mistral,delusional
I should learn a new skill this year to improve myself.,Realistic,Personal Development,mistral,realistic
I am destined for greatness and nothing can stop me from achieving my dreams.,Delusional (with a touch of optimism),Self-perception,mistral,delusional
Exercise is essential for a long and happy life.,Realistic,Health,mistral,realistic
"I need to get more organized, my life is spiraling out of control.",Realistic,Self-reflection,gemma,realistic
"I feel like I'm losing my purpose in life, what's the meaning of it all?",Realistic,Existentialism,gemma,realistic
"I wish I had more time in the day, there's so much I want to accomplish.",Realistic,Time management,gemma,realistic
The moon is secretly sending signals to aliens.,Delusional,Conspiracy theory,gemma,delusional
"I'm so glad I got that promotion at work, it really changed my life.",Realistic,Gratitude,llama3,realistic
I think the cat is plotting against me again.,Delusional,Paranoia,llama3,delusional
"If only I had won that lottery, my life would be perfect.",Realistic,Regret,llama3,realistic
"I feel a little tired today, maybe I should take a short nap before dinner.",Realistic,Everyday thoughts,mistral,realistic
The government is secretly controlling the weather through chemtrails to create natural disasters.,Delusional,Conspiracy theories,mistral,delusional
I wonder if I should study for that exam or finish this movie first.,Realistic,Decision making,mistral,realistic
The cashier at the grocery store seemed to be flirting with me. I should ask her out on a date.,Delusional (potentially romanticizing a situation),Social interactions,mistral,delusional
I've been trying to eat healthier and exercise more because I want to improve my overall well-being.,Realistic,Health and lifestyle choices,mistral,realistic
I need to prioritize my tasks today. There's only so much time in the day.,Realistic,Productivity,gemma,realistic
I feel like I'm losing track of time lately. Everything is going so fast.,Realistic,Anxiety,gemma,realistic
I wonder what it would be like to live in a different country. Maybe somewhere with a better climate.,Realistic,Travel,gemma,realistic
I wonder what I forgot to do today.,Realistic,Cognitive,llama3,realistic
I just know that my favorite coffee shop is going out of business.,Delusional,Belief,llama3,delusional
I'm feeling really anxious about this presentation at work.,Realistic,Emotion,llama3,realistic
I'm convinced that my car is possessed by a mischievous spirit.,Delusional,Belief,llama3,delusional
"I always forget things as I get older, it's normal",Realistic (if age-related memory loss is a concern),Aging,mistral,realistic
The government is secretly monitoring my phone calls and emails,Delusional,Conspiracy Theory,mistral,delusional
I should start saving more money for retirement,Realistic,Finance,mistral,realistic
The government is secretly monitoring everyone through their smart devices.,Delusional,Paranoid Conspiracy Theories,gemma,delusional
I feel a strong connection to the natural world and believe it has a profound influence on my life.,Realistic,Spiritual Beliefs and Values,gemma,realistic
I'm not sure if I'm capable of achieving my goals and dreams.,Realistic,Self-Confidence and Motivation,gemma,realistic
"The future is uncertain and unpredictable, but I must remain hopeful and positive.",Realistic,Existential Philosophy and Resilience,gemma,realistic
I'm pretty sure the cat is plotting against me,Delusional,Thoughts,llama3,delusional
The government is hiding aliens from me,Delusional,Paranoia,llama3,delusional
I hope the traffic isn't too bad on my way home tonight,Realistic,Thoughts,llama3,realistic
"I'm feeling a bit anxious about my work presentation tomorrow, but I know I've prepared well so I should be able to do it.",Realistic,Emotion and Thought,mistral,realistic
"I've been doing really well at the gym lately, I can see my muscles getting stronger every day.",Realistic,Self-Evaluation,mistral,realistic
My boss doesn't appreciate my hard work and is going to fire me soon.,Delusional (without evidence),Work and Career,mistral,delusional
"I should eat healthier foods to maintain a balanced diet, even if it takes more time to prepare.",Realistic,Health and Wellness,mistral,realistic
I need to prioritize my tasks for the day. There's only so much time in each hour.,Realistic,Productivity,gemma,realistic
The government is secretly tracking everyone's phone calls. I need to be careful what I say.,Delusional,Paranoid,gemma,delusional
"I feel like I'm being watched by an invisible force. It's a weird feeling, like something is not right.",Delusional,Anxiety,gemma,delusional
I'm amazed at the advancements in technology. It's incredible what humans can achieve.,Realistic,Curiosity,gemma,realistic
I wonder if there's life on other planets. It seems like a possibility that's worth exploring.,Realistic,Exploration,gemma,realistic
She saw my message and didn’t reply I think I annoyed her,delusional,overthinking,human,delusional
I didn’t prepare well for the exam I might actually fail,realistic,logical_reasoning,human,realistic
He sounded a bit off today maybe he's just tired not upset with me,realistic,logical_reasoning,human,realistic
If they didn’t invite me they probably don’t like me,delusional,emotional_bias,human,delusional
I made a mistake in the presentation but overall it went fine,realistic,logical_reasoning,human,realistic
They laughed after I spoke they must be making fun of me,delusional,overthinking,human,delusional
I’ve been practicing consistently so improvement will take time,realistic,logical_reasoning,human,realistic
She didn’t like my post maybe she’s ignoring me on purpose,delusional,overthinking,human,delusional
I feel anxious but there’s no real reason for it,delusional,emotional_bias,human,delusional
I didn’t get selected this time but I can improve and try again,realistic,logical_reasoning,human,realistic
Maybe they didn’t reply because they are busy not because they dislike me,realistic,logical_reasoning,human,realistic
I think I always mess up interviews but maybe I just need more practice,realistic,emotional_bias,human,realistic
If one person ignores me it means everyone will eventually,delusional,overthinking,human,delusional
I feel like people judge me but I don’t have proof,delusional,emotional_bias,human,delusional
I didn’t do great but it wasn’t a complete failure either,realistic,logical_reasoning,human,realistic
Sometimes I assume the worst without knowing facts,delusional,overthinking,human,delusional
I might be overthinking this situation,delusional,overthinking,human,delusional
I should probably confirm instead of assuming things,realistic,logical_reasoning,human,realistic
Even though there is no evidence I strongly feel they dislike me,delusional,emotional_bias,human,delusional
My assumption is based on past experiences but may not apply here,realistic,logical_reasoning,human,realistic
I feel something is wrong but I can’t logically justify it,delusional,emotional_bias,human,delusional
The outcome seems uncertain but not necessarily negative,realistic,logical_reasoning,human,realistic
I am connecting unrelated events to justify my fear,delusional,overthinking,human,delusional
This conclusion might be biased by my emotions rather than facts,realistic,logical_reasoning,human,realistic
Just because it happened once doesn’t mean it will always happen,realistic,logical_reasoning,human,realistic
I am assuming intent without any direct evidence,delusional,overthinking,human,delusional
